LLM_Prediction,GNN_Initial,Actual_Label,error_llm
0.7379688322544098,0.4759376645088196,0.0,0.7379688322544098
0.7862480878829956,0.5724961757659912,0.0,0.7862480878829956
0.7462818473577499,0.4925636947154999,0.0,0.7462818473577499
0.8566680908492172,0.9312466382980347,1.0,-0.14333190915078275
0.9840758085451372,0.9574168920516968,1.0,-0.01592419145486279
0.3090861141681671,0.3090861141681671,0.0,0.3090861141681671
0.8199520236941256,0.8305618166923523,1.0,-0.18004797630587444
0.8108142912387848,0.6216285824775696,1.0,-0.1891857087612152
1.0,0.9052542448043823,1.0,0.0
0.9112517535686493,0.8225035071372986,1.0,-0.08874824643135071
0.9515094693706906,0.8889671564102173,1.0,-0.048490530629309414
0.7879115665072869,0.7467056512832642,1.0,-0.2120884334927131
0.6546659778231237,0.5945071578025818,1.0,-0.34533402217687625
1.0,0.8434513807296753,0.0,1.0
0.4479677379131317,0.8959354758262634,0.0,0.4479677379131317
0.6055120697415325,0.6018795967102051,1.0,-0.3944879302584675
0.9638961851596832,0.9277923703193665,1.0,-0.03610381484031677
0.9421378142339653,0.796580970287323,1.0,-0.057862185766034746
0.5603924486913817,0.0361316055059433,0.0,0.5603924486913817
0.6784477111826658,0.4530395567417145,1.0,-0.3215522888173342
0.9741777777671814,0.9483555555343628,1.0,-0.025822222232818604
0.831214625705109,0.8820648789405823,1.0,-0.16878537429489104
0.9558993875980377,0.9117987751960754,1.0,-0.04410061240196228
0.9710896611213684,0.9421793222427368,1.0,-0.028910338878631592
0.7194161176372131,0.8107438087463379,0.0,0.7194161176372131
0.5977115868766915,0.6220582127571106,0.0,0.5977115868766915
0.6258844189226083,0.6784943342208862,0.0,0.6258844189226083
0.5805024103791105,0.6024498343467712,0.0,0.5805024103791105
0.9845294916145201,0.9695340394973755,1.0,-0.01547050838547992
0.9249970018863678,0.8499940037727356,1.0,-0.0750029981136322
0.694498641204227,0.7739443778991699,1.0,-0.305501358795773
0.855177354763761,0.42838501930236816,0.0,0.855177354763761
0.5580677523332483,0.512826681137085,0.0,0.5580677523332483
0.8896204233169556,0.7792408466339111,1.0,-0.11037957668304443
0.8417039347964458,0.888666570186615,0.0,0.8417039347964458
0.9535841643810272,0.9071683287620544,1.0,-0.04641583561897278
0.5342742428183556,0.06854848563671112,0.0,0.5342742428183556
0.5835906631417332,0.05833848938345909,0.0,0.5835906631417332
0.9668773710727692,0.9337547421455383,1.0,-0.033122628927230835
0.6112897282960463,0.6200284361839294,1.0,-0.38871027170395367
1.0,0.05225631222128868,0.0,1.0
0.870380068392197,0.5551435947418213,1.0,-0.12961993160780305
0.90965966,0.7950177788734436,1.0,-0.09034034000000002
0.9191276133060455,0.8382552266120911,1.0,-0.08087238669395447
0.8987301588058472,0.7974603176116943,1.0,-0.10126984119415283
0.9404027462005615,0.9404027462005615,1.0,-0.05959725379943848
0.8225985887694337,0.8258180618286133,1.0,-0.1774014112305663
0.8727957669391342,0.9387202858924866,1.0,-0.1272042330608658
0.9680719539103428,0.8961061239242554,1.0,-0.03192804608965716
0.3282956790401869,0.7275661826133728,0.0,0.3282956790401869
0.9977091550827026,0.9977091550827026,1.0,-0.0022908449172973633
0.6674364373290773,0.5640710592269897,1.0,-0.3325635626709227
0.8101982356895936,0.9752752780914307,1.0,-0.1898017643104064
0.6715450063005008,0.9074127674102783,1.0,-0.32845499369949915
0.9458,0.8486601710319519,1.0,-0.054200000000000026
0.9686115470472897,0.8773967027664185,1.0,-0.03138845295271031
0.8949836790561676,0.7899673581123352,1.0,-0.1050163209438324
0.3337957665906938,0.7599888443946838,0.0,0.3337957665906938
0.7547470986344705,0.8266491889953613,1.0,-0.24525290136552946
0.6409674298763275,0.841934859752655,0.0,0.6409674298763275
0.7888616378593445,0.7215816378593445,0.0,0.7888616378593445
0.40724440978962806,0.005697610788047314,0.0,0.40724440978962806
0.7569830226898193,0.7414660453796387,0.0,0.7569830226898193
0.6823508715002888,0.8747075200080872,0.0,0.6823508715002888
1.0,0.7481346130371094,0.0,1.0
0.8096298826434625,0.8185983896255493,1.0,-0.19037011735653753
0.8113913273175538,0.8238326907157898,1.0,-0.1886086726824462
0.938778620799459,0.8286413550376892,1.0,-0.06122137920054105
0.9256113495500199,0.8978177905082703,1.0,-0.07438865044998011
0.6602878717275766,0.8282680511474609,1.0,-0.33971212827242336
0.7064820589508664,0.824064314365387,0.0,0.7064820589508664
0.7840581239305509,0.7514351010322571,0.0,0.7840581239305509
0.8313236832618713,0.6626473665237427,0.0,0.8313236832618713
0.7945011535466834,0.8395227789878845,0.0,0.7945011535466834
0.708900018305145,0.9249996542930603,0.0,0.708900018305145
0.6044721283635633,0.600167989730835,0.0,0.6044721283635633
0.29758353,0.728581428527832,0.0,0.29758353
0.9844541963265867,0.9695302248001099,1.0,-0.015545803673413294
0.9486582279205322,0.8973164558410645,1.0,-0.05134177207946777
0.7404061039458744,0.6336716413497925,0.0,0.7404061039458744
0.8207742273807526,0.6415484547615051,0.0,0.8207742273807526
0.3615019137012786,0.3527139723300934,0.0,0.3615019137012786
0.10370900000000001,0.12894101440906525,0.0,0.10370900000000001
0.8831697641792943,0.8276754021644592,1.0,-0.11683023582070573
0.3722770044445991,0.1307540088891983,1.0,-0.6277229955554009
0.7475116235,0.45891740918159485,0.0,0.7475116235
0.5628284893073482,0.32911577820777893,1.0,-0.4371715106926518
0.152446294242525,0.08975041657686234,1.0,-0.847553705757475
0.4887478495537376,0.8086196184158325,1.0,-0.5112521504462624
0.9065271019935608,0.8130542039871216,1.0,-0.09347289800643921
0.9694428145885468,0.9388856291770935,0.0,0.9694428145885468
0.8781797587871552,0.7563595175743103,0.0,0.8781797587871552
1.0,0.8609021306037903,0.0,1.0
0.7009206412940463,0.3602672517299652,0.0,0.7009206412940463
0.8100652021073728,0.795077919960022,0.0,0.8100652021073728
0.7914851009845734,0.5829702019691467,1.0,-0.20851489901542664
0.1265070048209868,0.060579799115657806,0.0,0.1265070048209868
0.8480638873311851,0.8842599391937256,1.0,-0.1519361126688149
0.7043232321739197,0.40864646434783936,1.0,-0.2956767678260803
0.9543302509135994,0.9297698140144348,1.0,-0.045669749086400646
0.9813090548221401,0.9582749009132385,1.0,-0.018690945177859852
0.9866756157250312,0.9652772545814514,1.0,-0.013324384274968848
0.7441010872165905,0.903730571269989,0.0,0.7441010872165905
0.6070633726853591,0.6486339569091797,0.0,0.6070633726853591
0.7582909667609506,0.5442860126495361,1.0,-0.24170903323904935
0.646196235790711,0.5479608178138733,1.0,-0.35380376420928905
0.5522532871539176,0.5548408627510071,1.0,-0.44774671284608236
0.7308778072673121,0.6625096201896667,0.0,0.7308778072673121
0.9826948046684265,0.965389609336853,1.0,-0.017305195331573486
0.38408058881759644,0.7681611776351929,0.0,0.38408058881759644
0.6374893340725319,0.6015378832817078,0.0,0.6374893340725319
0.8710004994922705,0.9077737927436829,0.0,0.8710004994922705
0.8173610151317087,0.813260018825531,0.0,0.8173610151317087
0.7686650537515877,0.7269998788833618,1.0,-0.23133494624841233
0.8521000000000001,0.8029323816299438,1.0,-0.14789999999999992
0.056157153099775314,0.11231430619955063,1.0,-0.9438428469002247
0.6524989698373463,0.9282295107841492,0.0,0.6524989698373463
0.8721902055007724,0.672371506690979,0.0,0.8721902055007724
0.6452679692318565,0.7305114269256592,0.0,0.6452679692318565
0.5363750528777369,0.1646103709936142,0.0,0.5363750528777369
0.8504051813675729,0.6447128057479858,0.0,0.8504051813675729
0.8883616030216217,0.7767232060432434,0.0,0.8883616030216217
0.972845909593855,0.8966015577316284,1.0,-0.027154090406145026
0.9380754722592014,0.8695869445800781,0.0,0.9380754722592014
0.9890263378620148,0.9780526757240295,0.0,0.9890263378620148
0.7070772051811218,0.41415441036224365,1.0,-0.2929227948188782
0.517609063056722,0.4262976348400116,0.0,0.517609063056722
0.9293267136753195,0.8572399616241455,0.0,0.9293267136753195
0.843339204788208,0.686678409576416,1.0,-0.156660795211792
0.7473190369458566,0.9774582386016846,1.0,-0.25268096305414345
0.8389159839214746,0.8708392381668091,0.0,0.8389159839214746
0.4013839367782939,0.6071497201919556,0.0,0.4013839367782939
0.508871442436775,0.27745431661605835,0.0,0.508871442436775
0.15899999999999997,0.25384342670440674,0.0,0.15899999999999997
0.5219505772166172,0.7679932713508606,0.0,0.5219505772166172
0.815730462056706,0.8040653467178345,0.0,0.815730462056706
0.711089625954628,0.422179251909256,1.0,-0.288910374045372
0.9675893783296808,0.9262658357620239,1.0,-0.03241062167031916
0.012379906817999504,0.04982912540435791,0.0,0.012379906817999504
0.9443349242210388,0.8886698484420776,1.0,-0.05566507577896118
0.981609973908001,0.9408760666847229,1.0,-0.018390026091999023
0.8515434960524241,0.8697536587715149,1.0,-0.14845650394757592
0.5707759355861596,0.5452086925506592,0.0,0.5707759355861596
0.9428260624408722,0.8856521248817444,0.0,0.9428260624408722
0.49758114290426014,0.3282180726528168,0.0,0.49758114290426014
0.825268423211384,0.88014155626297,0.0,0.825268423211384
0.2386825501440831,0.07407500594854355,0.0,0.2386825501440831
0.002481937009641055,0.01165515836328268,0.0,0.002481937009641055
0.9811667158830427,0.9570977687835693,0.0,0.9811667158830427
0.9371068056026324,0.7537104487419128,1.0,-0.06289319439736762
0.8094998342916925,0.7612603306770325,1.0,-0.19050016570830752
0.847154289484024,0.6943085789680481,1.0,-0.15284571051597595
0.9324041306972504,0.8648082613945007,0.0,0.9324041306972504
0.8182426724331511,0.8346448540687561,0.0,0.8182426724331511
0.9885815978050232,0.9771631956100464,0.0,0.9885815978050232
0.9198580384254454,0.8397160768508911,0.0,0.9198580384254454
0.763142466545105,0.52628493309021,0.0,0.763142466545105
0.7276921272277832,0.7276921272277832,1.0,-0.2723078727722168
0.6909558400553575,0.6025742292404175,1.0,-0.3090441599446425
0.9762466847896576,0.9524933695793152,1.0,-0.023753315210342407
0.6483398806644699,0.5732899308204651,0.0,0.6483398806644699
0.014104083139048209,0.031155919656157494,1.0,-0.9858959168609518
0.8003635649658344,0.9740884304046631,1.0,-0.19963643503416562
0.963452789630023,0.8667823672294617,1.0,-0.03654721036997699
0.9665936827659607,0.9331873655319214,1.0,-0.03340631723403931
0.9702869355678558,0.9405738711357117,1.0,-0.029713064432144165
0.7727386678844528,0.965116024017334,0.0,0.7727386678844528
0.6011720856308934,0.8100661635398865,0.0,0.6011720856308934
0.1116225550873956,0.34761443734169006,0.0,0.1116225550873956
0.5890608608687355,0.5782402753829956,1.0,-0.41093913913126445
0.7628122364,0.7243985533714294,0.0,0.7628122364
0.9928930997848511,0.9857861995697021,1.0,-0.007106900215148926
0.04047254100441933,0.08094508200883865,0.0,0.04047254100441933
0.8507083801927531,0.8359411954879761,0.0,0.8507083801927531
0.9648582243989224,0.9107229709625244,0.0,0.9648582243989224
0.6221841926688811,0.5404641032218933,0.0,0.6221841926688811
0.4751906600809589,0.6411029696464539,0.0,0.4751906600809589
0.12925303244446446,0.06875822693109512,0.0,0.12925303244446446
0.9315875768661499,0.8631751537322998,1.0,-0.0684124231338501
0.4112531537862168,0.4060114622116089,0.0,0.4112531537862168
0.8304693675846795,0.9680289626121521,1.0,-0.16953063241532051
0.9565033087824258,0.8552330136299133,1.0,-0.04349669121757416
0.947632223367691,0.8952644467353821,1.0,-0.05236777663230896
0.6386662174464981,0.4718171954154968,0.0,0.6386662174464981
0.6573867979112907,0.6736273169517517,0.0,0.6573867979112907
0.5784014953719072,0.7317948341369629,0.0,0.5784014953719072
1.0,0.7858209609985352,0.0,1.0
0.10781835360079264,0.021183092147111893,1.0,-0.8921816463992074
0.5670444747756707,0.6644241213798523,0.0,0.5670444747756707
0.7608868450532519,0.8687143325805664,1.0,-0.23911315494674812
0.914761632680893,0.8295232653617859,1.0,-0.08523836731910694
0.5314969267469053,0.7847248911857605,1.0,-0.4685030732530947
0.6251938537311763,0.861209511756897,1.0,-0.3748061462688237
0.8000158157592251,0.7711262106895447,1.0,-0.1999841842407749
0.7239139627496948,0.6442915797233582,1.0,-0.2760860372503052
0.8243658974083191,0.843227207660675,0.0,0.8243658974083191
1.0,0.07867410033941269,1.0,0.0
1.0,0.930443286895752,1.0,0.0
0.9202022552490234,0.8404045104980469,1.0,-0.07979774475097656
0.7204716528369481,0.6373100876808167,1.0,-0.27952834716305186
0.783678487712288,0.7640866637229919,1.0,-0.21632151228771201
0.9442308188667297,0.9261568188667297,1.0,-0.05576918113327034
0.02161433987964608,0.1003771722316742,1.0,-0.9783856601203539
0.165075850637835,0.08921106904745102,1.0,-0.834924149362165
